url,title,typeName,text
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 11. Ərazi
 
I. Azərbaycan
Respublikasının ərazisi vahiddir, toxunulmazdır və
bölünməzdir.
II. Azərbaycan
Respublikasının daxili suları, Xəzər dənizinin
(gölünün) Azərbaycan Respublikasına mənsub olan
bölməsi, Azərbaycan Respublikasının üzərindəki
hava məkanı Azərbaycan Respublikası ərazisinin
tərkib hissəsidir.
III. Azərbaycan
Respublikasının ərazisi
özgəninkiləşdirilə bilməz. Azərbaycan
Respublikası öz ərazisinin heç bir hissəsini
heç bir şəkildə kimsəyə vermir; yalnız
Azərbaycan Respublikası Milli Məclisinin qərarı
ilə Azərbaycanın bütün əhalisi arasında
referendum keçirmək yolu ilə Azərbaycan
xalqının iradəsi əsasında dövlət
sərhədləri dəyişdirilə bilər.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 12. Dövlətin ali məqsədi 
 
I. İnsan və
vətəndaş hüquqlarının və
azadlıqlarının, Azərbaycan Respublikasının
vətəndaşlarına layiqli həyat səviyyəsinin
təmin edilməsi dövlətin ali məqsədidir.[2]
II. Bu Konstitusiyada
sadalanan insan və vətəndaş hüquqları və
azadlıqları Azərbaycan Respublikasının
tərəfdar çıxdığı beynəlxalq
müqavilələrə uyğun tətbiq edilir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 13. Mülkiyyət
 
I. Azərbaycan
Respublikasında mülkiyyət toxunulmazdır və
dövlət tərəfindən müdafiə olunur.
II. Mülkiyyət
dövlət mülkiyyəti, xüsusi mülkiyyət və
bələdiyyə mülkiyyəti növündə ola
bilər.
III.
Mülkiyyətdən insan və vətəndaş
hüquqları və azadlıqları, cəmiyyətin və
dövlətin mənafeləri, şəxsiyyətin
ləyaqəti əleyhinə istifadə edilə bilməz.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 14. Təbii ehtiyatlar
 
Təbii ehtiyatlar
hər hansı fiziki və ya hüquqi şəxslərin
hüquqlarına və mənafelərinə xələl
gətirmədən Azərbaycan Respublikasına mənsubdur.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 15. İqtisadi inkişaf və dövlət
 
I. Azərbaycan
Respublikasında iqtisadiyyatın inkişafı müxtəlif
mülkiyyət növlərinə əsaslanaraq xalqın
rifahının yüksəldilməsinə xidmət edir.
II. Azərbaycan
dövləti bazar münasibətləri əsasında sosial
yönümlü iqtisadiyyatın inkişafına
şərait yaradır, azad sahibkarlığa təminat verir,
iqtisadi münasibətlərdə inhisarçılığa
və haqsız rəqabətə yol vermir.[3]
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 16. Sosial inkişaf və dövlət
 
I. Azərbaycan
dövləti xalqın və hər bir
vətəndaşın rifahının yüksəldilməsi,
onun sosial müdafiəsi və layiqli həyat səviyyəsi
qayğısına qalır.
II. Azərbaycan
dövləti mədəniyyətin, təhsilin,
səhiyyənin, elmin, incəsənətin inkişafına
yardım göstərir, ölkənin təbiətini,
xalqın tarixi, maddi və mənəvi irsini qoruyur.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 17. Ailə, uşaqlar və dövlət[4]
 
I. Cəmiyyətin
əsas özəyi kimi ailə dövlətin xüsusi
himayəsindədir.
II. Uşaqların
qayğısına qalmaq və onları tərbiyə
etmək valideynlərin borcudur. Bu borcun yerinə
yetirilməsinə dövlət nəzarət edir.
VI. Uşaq
hüquqlarının həyata keçirilməsinə
dövlət nəzarət edir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 18. Din və dövlət
 
I. Azərbaycan
Respublikasında din dövlətdən ayrıdır.
Bütün dini etiqadlar qanun qarşısında
bərabərdir.
II. İnsan
ləyaqətini alçaldan və ya insanpərvərlik
prinsiplərinə zidd olan dinlərin (dini
cərəyanların) yayılması və təbliği
qadağandır.[5]
III. Dövlət
təhsil sistemi dünyəvi xarakter daşıyır.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 19. Pul vahidi 
 
I. Azərbaycan
Respublikasının pul vahidi manatdır.
II. Pul
nişanlarının tədavülə buraxılması
və tədavüldən çıxarılması hüququ
yalnız Mərkəzi Banka mənsubdur. Azərbaycan
Respublikasının Mərkəzi Bankı dövlətin
müstəsna mülkiyyətindədir.[6]
III. Azərbaycan
Respublikasının ərazisində manatdan başqa pul
vahidlərinin ödəniş vasitəsi kimi
işlədilməsi qadağandır.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 20. Dövlətin borclarına qoyulan
məhdudiyyətlər
 
Azərbaycan
dövlətinə qarşı qiyama və dövlət
çevrilişinə kömək məqsədi ilə
alınmış borclar Azərbaycan Respublikası
tərəfindən öhdəlik kimi qəbul edilə və
ödənilə bilməz.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 21. Dövlət dili
 
I. Azərbaycan
Respublikasının dövlət dili Azərbaycan dilidir.
Azərbaycan Respublikası Azərbaycan dilinin
inkişafını təmin edir.
II. Azərbaycan
Respublikası əhalinin danışdığı başqa
dillərin sərbəst işlədilməsini və
inkişafını təmin edir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 22. Paytaxt
 
Azərbaycan
Respublikasının paytaxtı Bakı şəhəridir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 23. Azərbaycan dövlətinin rəmzləri
 
I. Azərbaycan
Respublikasının dövlət rəmzləri Azərbaycan
Respublikasının Dövlət bayrağı, Azərbaycan
Respublikasının Dövlət gerbi və Azərbaycan
Respublikasının Dövlət himnidir.
II. Azərbaycan
Respublikasının Dövlət bayrağı bərabər
enli üç üfüqi zolaqdan ibarətdir. Yuxarı zolaq
mavi, orta zolaq qırmızı, aşağı zolaq yaşıl
rəngdədir və qırmızı zolağın
ortasında bayrağın hər iki üzündə ağ rəngli
aypara ilə səkkizguşəli ulduz təsvir edilmişdir.
Bayrağın eninin uzunluğuna nisbəti 1:2-dir.
III. Azərbaycan
Respublikası Dövlət bayrağının və
Azərbaycan Respublikası Dövlət gerbinin təsviri,
Azərbaycan Respublikası Dövlət himninin musiqisi və
mətni Konstitusiya qanunu ilə müəyyən edilir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 24. İnsan və vətəndaş
hüquqlarının və azadlıqlarının əsas
prinsipi
 
I. İnsan
ləyaqəti qorunur və ona hörmət edilir.[7]
II. Hər kəsin
doğulduğu andan toxunulmaz, pozulmaz və ayrılmaz
hüquqları və azadlıqları vardır.
III. Hüquqlar və
azadlıqlar hər kəsin cəmiyyət və başqa
şəxslər qarşısında məsuliyyətini
və vəzifələrini də əhatə edir. Hüquqlardan sui-istifadəyə
yol verilmir.[8]
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 25. Bərabərlik hüququ[9]
 
I. Hamı qanun və
məhkəmə qarşısında bərabərdir.
II. Kişi ilə
qadının eyni hüquqları və azadlıqları
vardır.
III. Dövlət,
irqindən, etnik
mənsubiyyətindən, dinindən, dilindən,
cinsindən, mənşəyindən, əmlak
vəziyyətindən, qulluq mövqeyindən,
əqidəsindən, siyasi partiyalara, həmkarlar
ittifaqlarına və digər ictimai birliklərə
mənsubiyyətindən asılı olmayaraq, hər kəsin
hüquq və azadlıqlarının bərabərliyinə
təminat verir. İnsan və vətəndaş
hüquqlarını və azadlıqlarını irqi, etnik, dini, dil, cinsi,
mənşəyi, əqidə, siyasi və sosial
mənsubiyyətə görə məhdudlaşdırmaq
qadağandır.[10]
V. Hüquq və
vəzifələrlə bağlı qərarlar qəbul
edən dövlət orqanları və dövlət
hakimiyyəti səlahiyyətlərinin
daşıyıcıları ilə
münasibətlərdə hər kəsin bərabər
hüquqları təmin edilir.
VI.
Sağlamlıq imkanları məhdud olanlar, onların
məhdud imkanlarına görə həyata keçirilməsi
çətinləşən hüquq və
vəzifələrdən başqa, bu Konstitusiyada təsbit
olunmuş bütün hüquqlardan istifadə edir və
vəzifələri daşıyırlar.[11]
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 26. İnsan və vətəndaş
hüquqlarının və azadlıqlarının
müdafiəsi
 
I. Hər kəsin
qanunla qadağan olunmayan üsul və vasitələrlə
öz hüquqlarını və azadlıqlarını
müdafiə etmək hüququ vardır.
II. Dövlət
hər kəsin hüquqlarının və
azadlıqlarının müdafiəsinə təminat verir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 27. Yaşamaq hüququ
 
I. Hər kəsin
yaşamaq hüququ vardır.
II. Dövlətə
silahlı basqın zamanı düşmən
əsgərlərinin öldürülməsi,
məhkəmənin qanuni qüvvəyə minmiş
hökmünə əsasən ölüm cəzasının
tətbiqi və qanunla nəzərdə tutulmuş digər
hallar istisna olmaqla, hər bir şəxsin yaşamaq hüququ
toxunulmazdır.
III. Müstəsna
cəza tədbiri kimi ölüm cəzası, tam ləğv
edilənədək, yalnız dövlətə, insan
həyatına və sağlamlığına qarşı xüsusilə
ağır cinayətlərə görə qanunla
müəyyən edilə bilər.
IV. Qanunla
nəzərdə tutulmuş zəruri müdafiə, son
zərurət, cinayətkarın yaxalanması və
tutulması, həbsdə olanın həbs yerindən
qaçmasının qarşısının alınması,
dövlətə qarşı qiyamın yatırılması
və ya dövlət çevrilişinin
qarşısının alınması, ölkəyə silahlı
basqın edilməsi halları istisna olmaqla insana qarşı
silah işlədilməsinə yol verilmir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 28. Azadlıq hüququ
 
I. Hər kəsin
azadlıq hüququ vardır.
II. Azadlıq
hüququ yalnız qanunla nəzərdə tutulmuş qaydada
tutulma, həbsəalma və ya azadlıqdan məhrumetmə
yolu ilə məhdudlaşdırıla bilər.
III. Qanuni
surətdə Azərbaycan Respublikasının
ərazisində olan hər kəs sərbəst
hərəkət edə bilər, özünə
yaşayış yeri seçə bilər və Azərbaycan
Respublikasının ərazisindən kənara gedə
bilər.
IV. Azərbaycan
Respublikası vətəndaşlarının hər zaman
maneəsiz öz ölkəsinə qayıtmaq hüququ
vardır.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 29. Mülkiyyət hüququ
 
I. Hər kəsin
mülkiyyət hüququ vardır.
II. Mülkiyyətin
heç bir növünə üstünlük verilmir.
Mülkiyyət hüququ, o cümlədən xüsusi
mülkiyyət hüququ qanunla qorunur.
III. Hər kəsin
mülkiyyətində daşınar və daşınmaz
əmlak ola bilər. Mülkiyyət hüququ
mülkiyyətçinin təkbaşına və ya
başqaları ilə birlikdə əmlaka sahib olmaq,
əmlakdan istifadə etmək və onun barəsində
sərəncam vermək hüquqlarından ibarətdir.
IV. Heç kəs
məhkəmənin qərarı olmadan
mülkiyyətindən məhrum edilə bilməz.
Əmlakın tam müsadirəsinə yol verilmir.
Dövlət ehtiyacları və ya ictimai ehtiyaclar
üçün mülkiyyətin
özgəninkiləşdirilməsinə yalnız qabaqcadan
onun dəyərini ədalətli ödəmək
şərti ilə yol verilə bilər.[12]
VI. Sosial
ədalət və torpaqlardan səmərəli istifadə
məqsədi ilə torpaq üzərində mülkiyyət
hüququ qanunla məhdudlaşdırıla bilər.[13]
VII. Dövlət
vərəsəlik hüququna təminat verir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 30. Əqli mülkiyyət hüququ
 
I. Hər kəsin
əqli mülkiyyət hüququ vardır.
II. Müəlliflik
hüququ, ixtiraçılıq hüququ və əqli
mülkiyyət hüququnun başqa növləri qanunla
qorunur.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 31. Təhlükəsiz yaşamaq hüququ
 
I. Hər kəsin
təhlükəsiz yaşamaq hüququ vardır.
II. Qanunda
nəzərdə tutulmuş hallar istisna olmaqla, şəxsin
həyatına, fiziki və mənəvi
sağlamlığına, mülkiyyətinə,
mənzilinə qəsd etmək, ona qarşı zor
işlətmək qadağandır.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 32. Şəxsi toxunulmazlıq hüququ[14]
 
I. Hər kəsin
şəxsi toxunulmazlıq hüququ vardır.
II. Hər kəsin
şəxsi və ailə həyatının sirrini saxlamaq
hüququ vardır. Qanunla nəzərdə tutulan hallardan
başqa, şəxsi və ailə həyatına
müdaxilə etmək qadağandır. Hər kəsin
şəxsi və ailə həyatına qanunsuz
müdaxilədən müdafiə hüququ vardır. 
III. Öz
razılığı olmadan kimsənin şəxsi
həyatı haqqında məlumatın toplanılmasına,
saxlanılmasına, istifadəsinə və yayılmasına
yol verilmir. Qanunla müəyyən edilmiş hallar istisna
olmaqla, heç kəs onun xəbəri olmadan və ya
etirazına baxmadan izlənilə bilməz, video və foto
çəkilişinə, səs yazısına və
digər bu cür hərəkətlərə məruz qoyula
bilməz.
IV. Hər kəsin
yazışma, telefon danışıqları, poçt,
teleqraf və digər rabitə vasitələri ilə
ötürülən məlumatın sirrini saxlamaq hüququna
dövlət təminat verir. Bu hüquq qanunla
nəzərdə tutulmuş qaydada cinayətin
qarşısını almaqdan və ya cinayət işinin
istintaqı zamanı həqiqəti üzə
çıxarmaqdan ötrü məhdudlaşdırıla
bilər.
V. Qanunla
müəyyən edilmiş hallar istisna olmaqla, hər kəs
onun haqqında toplanmış məlumatlarla tanış ola
bilər. Hər kəsin onun barəsində toplanmış
və həqiqətə uyğun olmayan, tam olmayan, habelə
qanunun tələbləri pozulmaqla əldə edilmiş
məlumatların düzəldilməsini və ya çıxarılmasını
(ləğv edilməsini) tələb etmək hüququ
vardır.
VIII.
Fərdi məlumatların dairəsi, habelə onların
emalı, toplanması, ötürülməsi, istifadəsi
və mühafizəsi şərtləri qanunla
müəyyən edilir.[15]
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 33. Mənzil toxunulmazlığı hüququ
 
I. Hər kəsin
mənzil toxunulmazlığı hüququ vardır.
II. Qanunla
müəyyən edilmiş hallar və ya məhkəmə
qərarı istisna olmaqla, mənzildə yaşayanların
iradəsi ziddinə heç kəs mənzilə daxil ola
bilməz.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 34. Nikah hüququ
 
I. Hər kəsin
qanunla nəzərdə tutulmuş yaşa çatdıqda
ailə qurmaq hüququ vardır.
II. Nikah
könüllü razılıq əsasında
bağlanılır. Heç kəs zorla evləndirilə
(ərə verilə) bilməz. 
III. Nikah və
ailə dövlətin himayəsindədir. Analıq,
atalıq, uşaqlıq qanunla mühafizə edilir.
Dövlət çoxuşaqlı ailələrə yardım
göstərir.
IV. Ər ilə
arvadın hüquqları bərabərdir. Uşaqlara
qayğı göstərmək, onları tərbiyə
etmək valideynlərin həm hüququ, həm də borcudur.
V. Valideynlərə
hörmət etmək, onların qayğısına qalmaq
uşaqların borcudur. 18 yaşına çatmış
əmək qabiliyyətli uşaqlar əmək qabiliyyəti
olmayan valideynlərini saxlamağa borcludurlar.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 35. Əmək hüququ
 
I. Əmək
fərdi və ictimai rifahın əsasıdır.
II. Hər kəsin
əməyə olan qabiliyyəti əsasında sərbəst
surətdə özünə fəaliyyət növü,
peşə, məşğuliyyət və iş yeri seçmək
hüququ vardır. 
III. Heç kəs zorla
işlədilə bilməz.
IV. Əmək
müqavilələri sərbəst bağlanılır.
Heç kəs əmək müqaviləsi bağlamağa
məcbur edilə bilməz.
V. Məhkəmə
qərarı əsasında şərtləri və
müddətləri qanunla nəzərdə tutulan məcburi
əməyə cəlb etmək, hərbi xidmət zamanı səlahiyyətli
şəxslərin əmrlərinin yerinə yetirilməsi
ilə əlaqədar işlətmək, fövqəladə
vəziyyət və hәrbi vəziyyət zamanı vətəndaşlara
tələb olunan işləri gördürmək hallarına
yol verilir.
VI. Hər kəsin
təhlükəsiz və sağlam şəraitdə
işləmək, heç bir ayrı-seçkilik qoyulmadan
öz işinə görə dövlətin
müəyyənləşdirdiyi minimum əmək haqqı
miqdarından az olmayan haqq almaq hüququ vardır.
VII.
İşsizlərin dövlətdən sosial müavinət
almaq hüququ vardır.
VIII. Dövlət
işsizliyin aradan qaldırılması üçün
bütün imkanlarından istifadə edir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 36. Tətil hüququ
 
I. Hər kəsin
təkbaşına və ya başqaları ilə birlikdə
tətil etmək hüququ vardır.
II. Əmək
müqaviləsi əsasında işləyənlərin
tətil etmək hüququ yalnız qanunla nəzərdə
tutulmuş hallarda məhdudlaşdırıla bilər.
Azərbaycan Respublikasının Silahlı
Qüvvələrində və digər silahlı
birləşmələrdə xidmət edən hərbi
qulluqçular və mülki şəxslər tətil
edə bilməzlər.[16]
III. Fərdi və
kollektiv əmək mübahisələri qanunla
müəyyənləşdirilmiş qaydada həll edilir.
IV. Qanunla
müəyyən edilmiş hallar istisna olmaqla, lokaut
qadağandır.[17]
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 37. İstirahət hüququ
 
I. Hər kəsin
istirahət hüququ vardır.
II. Əmək
müqaviləsi ilə işləyənlərə qanunla
müəyyən edilmiş, lakin gündə 8 saatdan artıq
olmayan iş günü, istirahət və bayram günləri,
ildə azı bir dəfə 21 təqvim günündən az
olmayan ödənişli məzuniyyət verilməsi təmin
edilir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 38. Sosial təminat hüququ
 
I. Hər kəsin
sosial təminat hüququ vardır.
II. Yardıma
möhtac olanlara kömək etmək ilk növbədə
onların ailə üzvlərinin borcudur.
III. Hər kəs
qanunla müəyyən edilmiş yaş həddinə
çatdıqda, xəstəliyinə, əlilliyinə,
ailə başçısını itirdiyinə, əmək
qabiliyyətini itirdiyinə, işsizliyə görə və
qanunla nəzərdə tutulmuş digər hallarda sosial
təminat hüququna malikdir.
IV. Təqaüdlərin
və sosial müavinətlərin minimum məbləği
qanunla müəyyən edilir.
V. Dövlət
xeyriyyəçilik fəaliyyətinin, könüllü
sosial sığortanın və sosial təminatın başqa
növlərinin inkişafı üçün imkanlar yaradır.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 39. Sağlam ətraf mühitdə yaşamaq hüququ[18]
 
I. Hər kəsin
sağlam ətraf mühitdə yaşamaq hüququ vardır.
II. Hər kəsin
ətraf mühitin əsl vəziyyəti haqqında məlumat
toplamaq və ekoloji hüquqpozma ilə əlaqədar onun
sağlamlığına və əmlakına vurulmuş zərərin
əvəzini almaq hüququ vardır.
IV. Dövlət
ekoloji tarazlığın saxlanılmasına, yabanı
bitkilərin və vəhşi heyvanların qanunla
müəyyən edilmiş növlərinin qorunmasına
təminat verir.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 40. Mədəniyyət hüququ
 
I. Hər kəsin
mədəni həyatda iştirak etmək,
mədəniyyət təsisatlarından və mədəni
sərvətlərdən istifadə etmək hüququ
vardır.
II. Hər kəs
tarixi, mədəni və mənəvi irsə
hörmətlə yanaşmalı, ona qayğı
göstərməli, tarix və mədəniyyət abidələrini
qorumalıdır.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 41. Sağlamlığın qorunması hüququ
 
I. Hər kəsin
sağlamlığını qorumaq və tibbi yardım almaq
hüququ vardır.
II. Dövlət
müxtəlif mülkiyyət növləri əsasında
fəaliyyət göstərən səhiyyənin
bütün növlərinin inkişafı üçün
zəruri tədbirlər görür, sanitariya-epidemiologiya
salamatlığına təminat verir, tibbi
sığortanın müxtəlif növləri
üçün imkanlar yaradır.
III. İnsanların
həyatı və sağlamlığı üçün
təhlükə törədən faktları və
halları gizlədən vəzifəli şəxslər qanun
əsasında məsuliyyətə cəlb edilirlər.
 "
https://e-qanun.az/framework/897,Azərbaycan Respublikasının Konstitusiyası,Konstitusiya,"Maddə 42. Təhsil hüququ
 
I. Hər bir
vətəndaşın təhsil almaq hüququ vardır.
II. Dövlət pulsuz
icbari ümumi orta təhsil almaq hüququnu təmin edir. 
III. Təhsil
sisteminə dövlət tərəfindən nəzarət
edilir.
IV. Maddi
vəziyyətdən asılı olmayaraq istedadlı
şəxslərin təhsili davam etdirməsinə
dövlət zəmanət verir.
V. Dövlət minimum
təhsil standartlarını müəyyən edir.
 "
